filename,width,height,class,xmin,ymin,xmax,ymax
209_jpg.rf.18911bc2961989c94e2f828b1bcfb121.jpg,640,640,Fresh Tomato,76,514,318,640
209_jpg.rf.18911bc2961989c94e2f828b1bcfb121.jpg,640,640,Rotten Tomato,358,307,481,549
212_jpg.rf.1912eabcc42fd953537dbc87f6ea6bde.jpg,640,640,Fresh Tomato,52,53,324,346
212_jpg.rf.1912eabcc42fd953537dbc87f6ea6bde.jpg,640,640,Fresh Tomato,267,185,569,523
212_jpg.rf.1912eabcc42fd953537dbc87f6ea6bde.jpg,640,640,Fresh Tomato,0,306,215,612
very-good-100-_jpg.rf.187aca51eaf9ba0b52c3fc2d83a4d57b.jpg,640,640,Fresh Tomato,0,0,211,198
very-good-100-_jpg.rf.187aca51eaf9ba0b52c3fc2d83a4d57b.jpg,640,640,Fresh Tomato,211,0,456,213
very-good-100-_jpg.rf.187aca51eaf9ba0b52c3fc2d83a4d57b.jpg,640,640,Fresh Tomato,26,281,211,562
very-good-100-_jpg.rf.187aca51eaf9ba0b52c3fc2d83a4d57b.jpg,640,640,Rotten Tomato,329,333,640,640
PXL_20230804_103350313-PORTRAIT_jpg.rf.1965b450eab52924e35f04b8dbd9d992.jpg,640,640,Fresh Tomato,90,232,238,363
PXL_20230804_103350313-PORTRAIT_jpg.rf.1965b450eab52924e35f04b8dbd9d992.jpg,640,640,Fresh Tomato,541,570,640,640
good-245-_jpg.rf.1842c6eaee79f87914ad56202207af7d.jpg,640,640,Fresh Tomato,204,119,545,449
PXL_20230804_102925332-PORTRAIT_jpg.rf.198cf5cc421935d134eb67c0bc792e1a.jpg,640,640,Fresh Tomato,252,260,341,329
good-2-_jpg.rf.187ff511fe3d287e494fd40b76c78c51.jpg,640,640,Fresh Tomato,124,29,454,374
1383_jpg.rf.199f1896eae0ea6a85e7b75302fbb1d9.jpg,640,640,Rotten Tomato,34,181,286,307
1383_jpg.rf.199f1896eae0ea6a85e7b75302fbb1d9.jpg,640,640,Fresh Tomato,345,123,628,307
1383_jpg.rf.199f1896eae0ea6a85e7b75302fbb1d9.jpg,640,640,Rotten Tomato,0,307,289,635
1383_jpg.rf.199f1896eae0ea6a85e7b75302fbb1d9.jpg,640,640,Fresh Tomato,345,307,640,640
868_jpg.rf.19a77d665c3c94afeb286c0821766eb3.jpg,640,640,Fresh Tomato,0,0,179,259
868_jpg.rf.19a77d665c3c94afeb286c0821766eb3.jpg,640,640,Fresh Tomato,185,0,623,269
868_jpg.rf.19a77d665c3c94afeb286c0821766eb3.jpg,640,640,Fresh Tomato,0,360,179,640
868_jpg.rf.19a77d665c3c94afeb286c0821766eb3.jpg,640,640,Rotten Tomato,255,532,498,640
787_jpg.rf.19949234130d08820d32afafaad20a51.jpg,640,640,Fresh Tomato,54,10,496,545
1400_jpg.rf.19d3e35be80568c59fbdcb003bdd864c.jpg,640,640,Rotten Tomato,233,202,442,447
bad-195-_jpg.rf.19ec3eaf44c528413ada23cc7eec6460.jpg,640,640,Fresh Tomato,0,0,186,202
bad-195-_jpg.rf.19ec3eaf44c528413ada23cc7eec6460.jpg,640,640,Fresh Tomato,450,0,640,236
bad-195-_jpg.rf.19ec3eaf44c528413ada23cc7eec6460.jpg,640,640,Fresh Tomato,125,236,307,501
bad-195-_jpg.rf.19ec3eaf44c528413ada23cc7eec6460.jpg,640,640,Fresh Tomato,307,241,559,586
360_jpg.rf.19e7ae0d63e08381a3c48adba94c1ba9.jpg,640,640,Fresh Tomato,120,91,313,378
360_jpg.rf.19e7ae0d63e08381a3c48adba94c1ba9.jpg,640,640,Fresh Tomato,380,0,640,305
360_jpg.rf.19e7ae0d63e08381a3c48adba94c1ba9.jpg,640,640,Fresh Tomato,218,556,313,640
360_jpg.rf.19e7ae0d63e08381a3c48adba94c1ba9.jpg,640,640,Fresh Tomato,418,556,640,640
bad-263-_jpg.rf.1a1be9f96c6e87e30958c4d00188996a.jpg,640,640,Fresh Tomato,416,0,501,134
bad-263-_jpg.rf.1a1be9f96c6e87e30958c4d00188996a.jpg,640,640,Rotten Tomato,29,166,416,640
bad-263-_jpg.rf.1a1be9f96c6e87e30958c4d00188996a.jpg,640,640,Rotten Tomato,416,140,640,564
136_jpg.rf.19dba8ae244ccdb3cd08d59e1955df31.jpg,640,640,Fresh Tomato,47,48,389,364
136_jpg.rf.19dba8ae244ccdb3cd08d59e1955df31.jpg,640,640,Fresh Tomato,428,0,594,293
136_jpg.rf.19dba8ae244ccdb3cd08d59e1955df31.jpg,640,640,Fresh Tomato,86,370,309,607
136_jpg.rf.19dba8ae244ccdb3cd08d59e1955df31.jpg,640,640,Rotten Tomato,428,364,597,640
0926_jpg.rf.1a1e6e34f5f13b7fe78cad7afbd98ce1.jpg,640,640,Rotten Tomato,0,0,268,301
0926_jpg.rf.1a1e6e34f5f13b7fe78cad7afbd98ce1.jpg,640,640,Fresh Tomato,483,143,640,307
0926_jpg.rf.1a1e6e34f5f13b7fe78cad7afbd98ce1.jpg,640,640,Rotten Tomato,0,307,267,634
0926_jpg.rf.1a1e6e34f5f13b7fe78cad7afbd98ce1.jpg,640,640,Fresh Tomato,268,307,486,470
0926_jpg.rf.1a1e6e34f5f13b7fe78cad7afbd98ce1.jpg,640,640,Fresh Tomato,382,307,640,596
144_jpg.rf.1a03ca2a8736bc2b114b3114b9bbe4e9.jpg,640,640,Fresh Tomato,107,33,281,290
144_jpg.rf.1a03ca2a8736bc2b114b3114b9bbe4e9.jpg,640,640,Fresh Tomato,281,125,484,330
144_jpg.rf.1a03ca2a8736bc2b114b3114b9bbe4e9.jpg,640,640,Rotten Tomato,38,363,281,640
144_jpg.rf.1a03ca2a8736bc2b114b3114b9bbe4e9.jpg,640,640,Fresh Tomato,281,352,504,640
1179_jpg.rf.1a07585e4e34bdf3b36c1e6ac110cf01.jpg,640,640,Rotten Tomato,33,54,590,615
009_jpg.rf.1a3adba63b899fc5a7bba0e316100234.jpg,640,640,Fresh Tomato,164,89,414,341
009_jpg.rf.1a3adba63b899fc5a7bba0e316100234.jpg,640,640,Rotten Tomato,473,19,640,352
009_jpg.rf.1a3adba63b899fc5a7bba0e316100234.jpg,640,640,Rotten Tomato,150,352,473,624
009_jpg.rf.1a3adba63b899fc5a7bba0e316100234.jpg,640,640,Fresh Tomato,473,482,578,640
014_jpg.rf.1a42f4e88765f051d2dd9af79e13c82b.jpg,640,640,Fresh Tomato,259,45,498,230
014_jpg.rf.1a42f4e88765f051d2dd9af79e13c82b.jpg,640,640,Rotten Tomato,225,246,640,640
381_jpg.rf.1a35a39eab5cf0a29b8bb43d2e15ccde.jpg,640,640,Fresh Tomato,15,73,224,288
381_jpg.rf.1a35a39eab5cf0a29b8bb43d2e15ccde.jpg,640,640,Fresh Tomato,231,0,640,260
381_jpg.rf.1a35a39eab5cf0a29b8bb43d2e15ccde.jpg,640,640,Fresh Tomato,0,340,221,640
381_jpg.rf.1a35a39eab5cf0a29b8bb43d2e15ccde.jpg,640,640,Fresh Tomato,241,307,640,640
1324_jpg.rf.1a400693b4063813ebd9743157737af4.jpg,640,640,Rotten Tomato,153,130,640,623
bad-242-_jpg.rf.1a5c689e8861c8d8e42a70a392cd26ec.jpg,640,640,Rotten Tomato,358,0,640,114
bad-242-_jpg.rf.1a5c689e8861c8d8e42a70a392cd26ec.jpg,640,640,Rotten Tomato,0,192,296,640
bad-242-_jpg.rf.1a5c689e8861c8d8e42a70a392cd26ec.jpg,640,640,Rotten Tomato,401,249,640,577
1013_jpg.rf.1a44147d6afaa2286bc55a689df430e2.jpg,640,640,Rotten Tomato,83,98,588,605
very-good-10-_jpg.rf.1a57807889c0716cfbb5b206b47dc9dd.jpg,640,640,Fresh Tomato,0,76,189,467
1165_jpg.rf.1a6b457a03e2afb480c521ab4208750a.jpg,640,640,Rotten Tomato,0,0,326,409
1165_jpg.rf.1a6b457a03e2afb480c521ab4208750a.jpg,640,640,Fresh Tomato,326,36,445,375
1165_jpg.rf.1a6b457a03e2afb480c521ab4208750a.jpg,640,640,Fresh Tomato,326,469,497,640
good-50-_jpg.rf.1a5f25b4648ece157c7f6013ba0eac0d.jpg,640,640,Fresh Tomato,262,16,396,339
good-50-_jpg.rf.1a5f25b4648ece157c7f6013ba0eac0d.jpg,640,640,Fresh Tomato,121,522,172,573
good-50-_jpg.rf.1a5f25b4648ece157c7f6013ba0eac0d.jpg,640,640,Fresh Tomato,173,522,227,563
good-50-_jpg.rf.1a5f25b4648ece157c7f6013ba0eac0d.jpg,640,640,Fresh Tomato,155,562,221,613
good-50-_jpg.rf.1a5f25b4648ece157c7f6013ba0eac0d.jpg,640,640,Fresh Tomato,99,570,152,615
good-50-_jpg.rf.1a5f25b4648ece157c7f6013ba0eac0d.jpg,640,640,Fresh Tomato,269,339,591,573
0947_jpg.rf.1a8247ad927209e90843b5105d579086.jpg,640,640,Rotten Tomato,99,90,559,487
297_jpg.rf.1a759a7bb096777ad4d6e167f37b59b1.jpg,640,640,Fresh Tomato,200,163,430,441
bad-110-_jpg.rf.1a93291acc6afe0476ab0b38d046ca5b.jpg,640,640,Fresh Tomato,133,115,332,416
bad-110-_jpg.rf.1a93291acc6afe0476ab0b38d046ca5b.jpg,640,640,Fresh Tomato,332,0,640,359
bad-110-_jpg.rf.1a93291acc6afe0476ab0b38d046ca5b.jpg,640,640,Fresh Tomato,467,293,640,416
bad-110-_jpg.rf.1a93291acc6afe0476ab0b38d046ca5b.jpg,640,640,Fresh Tomato,115,416,332,562
bad-110-_jpg.rf.1a93291acc6afe0476ab0b38d046ca5b.jpg,640,640,Fresh Tomato,0,416,195,640
bad-110-_jpg.rf.1a93291acc6afe0476ab0b38d046ca5b.jpg,640,640,Rotten Tomato,332,416,640,640
very-bad-228-_jpg.rf.1a9b411025d5210ee09119acf13ebbb4.jpg,640,640,Rotten Tomato,0,135,312,484
bad-121-_jpg.rf.1a9075f0ba39b858239beda168e26f4c.jpg,640,640,Rotten Tomato,215,112,358,352
bad-121-_jpg.rf.1a9075f0ba39b858239beda168e26f4c.jpg,640,640,Fresh Tomato,358,9,640,352
bad-121-_jpg.rf.1a9075f0ba39b858239beda168e26f4c.jpg,640,640,Rotten Tomato,0,352,295,572
bad-121-_jpg.rf.1a9075f0ba39b858239beda168e26f4c.jpg,640,640,Rotten Tomato,358,352,425,627
240_jpg.rf.1ab42e64e363829f5f7f6f1439007386.jpg,640,640,Fresh Tomato,168,170,423,449
bad-153-_jpg.rf.1ab48f768979b8ec7883221f6171e9af.jpg,640,640,Rotten Tomato,24,2,386,305
bad-153-_jpg.rf.1ab48f768979b8ec7883221f6171e9af.jpg,640,640,Fresh Tomato,435,142,543,332
bad-153-_jpg.rf.1ab48f768979b8ec7883221f6171e9af.jpg,640,640,Fresh Tomato,67,332,395,507
bad-153-_jpg.rf.1ab48f768979b8ec7883221f6171e9af.jpg,640,640,Fresh Tomato,435,332,640,532
very-bad-287-_jpg.rf.1ab4e89a09748eab4fc1c090b08b6452.jpg,640,640,Rotten Tomato,0,0,203,172
very-bad-287-_jpg.rf.1ab4e89a09748eab4fc1c090b08b6452.jpg,640,640,Fresh Tomato,326,0,640,172
very-bad-287-_jpg.rf.1ab4e89a09748eab4fc1c090b08b6452.jpg,640,640,Fresh Tomato,0,172,248,640
very-bad-287-_jpg.rf.1ab4e89a09748eab4fc1c090b08b6452.jpg,640,640,Rotten Tomato,430,301,640,640
good-114-_jpg.rf.1ac38555fc70dcf95ba24049693ebb80.jpg,640,640,Fresh Tomato,158,151,538,554
275_jpg.rf.1ac21433a30a42b6229b26fe27f9bd72.jpg,640,640,Fresh Tomato,164,0,326,192
275_jpg.rf.1ac21433a30a42b6229b26fe27f9bd72.jpg,640,640,Rotten Tomato,0,192,326,621
275_jpg.rf.1ac21433a30a42b6229b26fe27f9bd72.jpg,640,640,Rotten Tomato,326,318,532,640
good-26-_jpg.rf.1ac985e5af26923fbbaf2efa42dcda90.jpg,640,640,Fresh Tomato,0,0,104,77
good-26-_jpg.rf.1ac985e5af26923fbbaf2efa42dcda90.jpg,640,640,Fresh Tomato,280,547,408,640
PXL_20230804_104548767_jpg.rf.1ad7447659ab337e8c5d0e28e3da1d62.jpg,640,640,Rotten Tomato,223,55,356,188
PXL_20230804_104548767_jpg.rf.1ad7447659ab337e8c5d0e28e3da1d62.jpg,640,640,Rotten Tomato,190,217,396,484
PXL_20230804_104548767_jpg.rf.1ad7447659ab337e8c5d0e28e3da1d62.jpg,640,640,Rotten Tomato,396,228,531,450
good-255-_jpg.rf.1ac102558ff2a59a31b013bd7a85994b.jpg,640,640,Fresh Tomato,0,0,268,191
good-255-_jpg.rf.1ac102558ff2a59a31b013bd7a85994b.jpg,640,640,Fresh Tomato,327,72,565,256
good-255-_jpg.rf.1ac102558ff2a59a31b013bd7a85994b.jpg,640,640,Fresh Tomato,102,256,268,430
good-255-_jpg.rf.1ac102558ff2a59a31b013bd7a85994b.jpg,640,640,Fresh Tomato,268,372,558,640
good-143-_jpg.rf.1aea28f409e67b768a00614b1e180022.jpg,640,640,Fresh Tomato,19,136,361,512
very-bad-38-_jpg.rf.1ad4be29a73312fe641b054d4c1d430c.jpg,640,640,Rotten Tomato,0,0,167,143
very-bad-38-_jpg.rf.1ad4be29a73312fe641b054d4c1d430c.jpg,640,640,Fresh Tomato,352,0,640,153
very-bad-38-_jpg.rf.1ad4be29a73312fe641b054d4c1d430c.jpg,640,640,Rotten Tomato,0,214,130,429
very-bad-38-_jpg.rf.1ad4be29a73312fe641b054d4c1d430c.jpg,640,640,Fresh Tomato,352,210,640,640
1356_jpg.rf.1af83aeb4586af603f3816edc298982d.jpg,640,640,Rotten Tomato,197,200,400,459
1237_jpg.rf.1afa3b210e481259c70e358ee5e45ce9.jpg,640,640,Rotten Tomato,75,145,497,500
136_jpg.rf.1af2c095accfa348b7b3bc1d78aec5c4.jpg,640,640,Fresh Tomato,58,145,407,533
136_jpg.rf.1af2c095accfa348b7b3bc1d78aec5c4.jpg,640,640,Fresh Tomato,0,506,275,640
136_jpg.rf.1af2c095accfa348b7b3bc1d78aec5c4.jpg,640,640,Fresh Tomato,358,305,640,640
very-good-172-_jpg.rf.1b02653347ff18ce2a30dcaf94a1039f.jpg,640,640,Fresh Tomato,92,81,488,472
very-good-135-_jpg.rf.1b0428b35b4ecb2c129f4b616b223b29.jpg,640,640,Fresh Tomato,0,0,326,358
very-good-135-_jpg.rf.1b0428b35b4ecb2c129f4b616b223b29.jpg,640,640,Fresh Tomato,354,0,640,264
very-good-135-_jpg.rf.1b0428b35b4ecb2c129f4b616b223b29.jpg,640,640,Fresh Tomato,0,358,303,640
very-good-135-_jpg.rf.1b0428b35b4ecb2c129f4b616b223b29.jpg,640,640,Rotten Tomato,406,406,640,640
075_jpg.rf.1b1745371db1b5b095f400a0600f6c7f.jpg,640,640,Fresh Tomato,76,0,217,172
075_jpg.rf.1b1745371db1b5b095f400a0600f6c7f.jpg,640,640,Fresh Tomato,402,0,640,71
075_jpg.rf.1b1745371db1b5b095f400a0600f6c7f.jpg,640,640,Fresh Tomato,0,401,32,494
075_jpg.rf.1b1745371db1b5b095f400a0600f6c7f.jpg,640,640,Fresh Tomato,217,275,421,640
549_jpg.rf.1b0714766e8020f9c19b9ee4f887937f.jpg,640,640,Fresh Tomato,0,0,251,313
549_jpg.rf.1b0714766e8020f9c19b9ee4f887937f.jpg,640,640,Fresh Tomato,393,0,640,313
549_jpg.rf.1b0714766e8020f9c19b9ee4f887937f.jpg,640,640,Rotten Tomato,0,313,235,444
851_jpg.rf.1b13fbc8c295a4ecb22fa7bb450966d5.jpg,640,640,Fresh Tomato,0,0,307,384
851_jpg.rf.1b13fbc8c295a4ecb22fa7bb450966d5.jpg,640,640,Rotten Tomato,410,0,640,263
851_jpg.rf.1b13fbc8c295a4ecb22fa7bb450966d5.jpg,640,640,Fresh Tomato,0,384,307,640
851_jpg.rf.1b13fbc8c295a4ecb22fa7bb450966d5.jpg,640,640,Fresh Tomato,482,384,640,640
832_jpg.rf.1b1f3cb8dbd70cdba25b3944c6c52441.jpg,640,640,Fresh Tomato,3,62,419,452
bad-80-_jpg.rf.1b1b9857cc92ddaceb166e1bfc7da40a.jpg,640,640,Rotten Tomato,0,91,352,480
bad-80-_jpg.rf.1b1b9857cc92ddaceb166e1bfc7da40a.jpg,640,640,Fresh Tomato,228,480,492,605
bad-80-_jpg.rf.1b1b9857cc92ddaceb166e1bfc7da40a.jpg,640,640,Fresh Tomato,492,480,557,640
1496_jpg.rf.1b211dd796b904241b5ae9d1693da0b2.jpg,640,640,Rotten Tomato,120,103,192,346
1496_jpg.rf.1b211dd796b904241b5ae9d1693da0b2.jpg,640,640,Fresh Tomato,325,0,640,347
1496_jpg.rf.1b211dd796b904241b5ae9d1693da0b2.jpg,640,640,Rotten Tomato,0,518,192,626
1496_jpg.rf.1b211dd796b904241b5ae9d1693da0b2.jpg,640,640,Rotten Tomato,342,518,585,640
good-267-_jpg.rf.1b4b49e49a74f24514dd7dbceb8f6386.jpg,640,640,Fresh Tomato,86,89,371,300
good-267-_jpg.rf.1b4b49e49a74f24514dd7dbceb8f6386.jpg,640,640,Rotten Tomato,381,0,640,300
good-267-_jpg.rf.1b4b49e49a74f24514dd7dbceb8f6386.jpg,640,640,Fresh Tomato,0,300,198,559
good-267-_jpg.rf.1b4b49e49a74f24514dd7dbceb8f6386.jpg,640,640,Fresh Tomato,572,402,640,640
very-bad-59-_jpg.rf.1b2e661e1f447deb1f28a9379e90c594.jpg,640,640,Rotten Tomato,3,119,328,445
bad-59-_jpg.rf.1b72a80d6bfe7a2cf2c7b4a1d24f8533.jpg,640,640,Fresh Tomato,0,156,365,531
good-258-_jpg.rf.1b63c90c6caad5b5876b3bf4453d4b9e.jpg,640,640,Fresh Tomato,68,0,390,272
good-258-_jpg.rf.1b63c90c6caad5b5876b3bf4453d4b9e.jpg,640,640,Fresh Tomato,390,4,629,313
good-258-_jpg.rf.1b63c90c6caad5b5876b3bf4453d4b9e.jpg,640,640,Fresh Tomato,110,528,373,640
good-258-_jpg.rf.1b63c90c6caad5b5876b3bf4453d4b9e.jpg,640,640,Rotten Tomato,390,450,640,640
good-190-_jpg.rf.1b682a3567f7e94adc55ee2378085ea6.jpg,640,640,Fresh Tomato,0,0,291,247
good-190-_jpg.rf.1b682a3567f7e94adc55ee2378085ea6.jpg,640,640,Fresh Tomato,144,412,371,640
good-190-_jpg.rf.1b682a3567f7e94adc55ee2378085ea6.jpg,640,640,Fresh Tomato,398,302,640,559
bad-107-_jpg.rf.1b7fbbcd8a96f7c6411e3745481e80c0.jpg,640,640,Fresh Tomato,0,0,254,246
bad-107-_jpg.rf.1b7fbbcd8a96f7c6411e3745481e80c0.jpg,640,640,Fresh Tomato,426,0,640,58
bad-107-_jpg.rf.1b7fbbcd8a96f7c6411e3745481e80c0.jpg,640,640,Rotten Tomato,0,278,288,640
bad-107-_jpg.rf.1b7fbbcd8a96f7c6411e3745481e80c0.jpg,640,640,Fresh Tomato,288,275,450,527
bad-107-_jpg.rf.1b7fbbcd8a96f7c6411e3745481e80c0.jpg,640,640,Fresh Tomato,368,298,640,640
very-bad-161-_jpg.rf.1b76cb735e6f76863ac1bb7da6225c25.jpg,640,640,Fresh Tomato,243,69,546,422
